country,level,tier,sector,metric_family,metric,basis,unit,baseline_value,baseline_year,latest_value,latest_year,target_value,target_year,instrument,comparable,status,note,source_url
Brazil,government,Federal,Packaging,Reverse-logistics recovery,Recuperar embalagens em geral por sistemas de logistica reversa,"% das embalagens em geral colocadas no mercado, recuperadas por logistica reversa",%,,,,,50,2040,"Planares, Decreto 11.043/2022 (Anexo) - RSU Meta 6",FALSE,sourced,"Planares metas were NOT read in the decree's own annex PDF (fetch truncates before ch.3). Transcribed from municipal plans reproducing the table; 2040 endpoints corroborated by two independent documents. Re-verify intermediate years against the official annex before citing. Different denominator from Metas 4/6/7, which are % of RSU mass.",https://planodesaneamento.manaus.am.gov.br/wp-content/uploads/2026/01/PMSB-MANAUS-RESIDUOS-SOLIDOS-Completo-6.pdf
Brazil,government,Federal,All municipal waste,Landfill diversion,Encerramento dos lixoes e aterros controlados,Numero de municipios (target = zero),count,,,1606,2023,0,2024,"Planares, Decreto 11.043/2022 (Anexo) - RSU Meta 3",FALSE,sourced,"MISSED. SINISA counts 1,606 lixoes still in operation in 2023. Lower is better. Restates the statutory endpoint in Lei 14.026.",https://www.gov.br/cidades/pt-br/acesso-a-informacao/acoes-e-programas/saneamento/sinisa/resultados-sinisa/RELATORIO_SINISA_RESIDUOS_SOLIDOS_2024.pdf
Brazil,government,Federal,All municipal waste,Collection coverage,Universalizacao da coleta regular de RSU,Cobertura da coleta regular (populacao),%,,,91.3,2023,100,2036,"Planares, Decreto 11.043/2022 (Anexo) - RSU Meta 3",FALSE,sourced,"Planares metas were NOT read in the decree's own annex PDF (fetch truncates before ch.3). Transcribed from municipal plans reproducing the table; 2040 endpoints corroborated by two independent documents. Re-verify intermediate years against the official annex before citing. latest_value SINISA IRS0001 (total population). Urban 97.4%, rural 53.8%.",https://www.gov.br/cidades/pt-br/acesso-a-informacao/acoes-e-programas/saneamento/sinisa/resultados-sinisa/RELATORIO_SINISA_RESIDUOS_SOLIDOS_2024.pdf
Brazil,government,Federal,All municipal waste,Recycling rate,Aproveitamento energetico do biogas gerado,% do biogas gerado em digestao anaerobia e aterros,%,,,,,60,2040,"Planares, Decreto 11.043/2022 (Anexo) - RSU Meta 8",FALSE,sourced,Planares metas were NOT read in the decree's own annex PDF (fetch truncates before ch.3). Transcribed from municipal plans reproducing the table; 2040 endpoints corroborated by two independent documents. Re-verify intermediate years against the official annex before citing.,https://planodesaneamento.manaus.am.gov.br/wp-content/uploads/2026/01/PMSB-MANAUS-RESIDUOS-SOLIDOS-Completo-6.pdf
Brazil,government,Federal,All municipal waste,Recycling rate,Potencia instalada em tratamento termico de RSU,"MW de potencia instalada (absolute capacity, not a rate)",count,,,,,994,2040,"Planares, Decreto 11.043/2022 (Anexo) - RSU Meta 9",FALSE,sourced,Planares metas were NOT read in the decree's own annex PDF (fetch truncates before ch.3). Transcribed from municipal plans reproducing the table; 2040 endpoints corroborated by two independent documents. Re-verify intermediate years against the official annex before citing. A capacity target with no percentage-of-waste equivalent. Do not convert to a rate. Unit recorded as count (MW).,https://planodesaneamento.manaus.am.gov.br/wp-content/uploads/2026/01/PMSB-MANAUS-RESIDUOS-SOLIDOS-Completo-6.pdf
Brazil,government,Federal,All municipal waste,Collection coverage,Municipios com alguma forma de cobranca pelos servicos de manejo de RSU,% dos municipios,%,,,,,100,2024,"Planares, Decreto 11.043/2022 (Anexo) - RSU Meta 1",FALSE,sourced,Planares metas were NOT read in the decree's own annex PDF (fetch truncates before ch.3). Transcribed from municipal plans reproducing the table; 2040 endpoints corroborated by two independent documents. Re-verify intermediate years against the official annex before citing.,https://planodesaneamento.manaus.am.gov.br/wp-content/uploads/2026/01/PMSB-MANAUS-RESIDUOS-SOLIDOS-Completo-6.pdf
Brazil,government,Federal,All municipal waste,Collection coverage,Municipios com equilibrio economico-financeiro de pelo menos 75% entre receita e despesa,% dos municipios (nesting a 75% cost-coverage ratio),%,,,,,68,2040,"Planares, Decreto 11.043/2022 (Anexo) - RSU Meta 1",FALSE,sourced,Planares metas were NOT read in the decree's own annex PDF (fetch truncates before ch.3). Transcribed from municipal plans reproducing the table; 2040 endpoints corroborated by two independent documents. Re-verify intermediate years against the official annex before citing.,https://planodesaneamento.manaus.am.gov.br/wp-content/uploads/2026/01/PMSB-MANAUS-RESIDUOS-SOLIDOS-Completo-6.pdf
Brazil,government,Federal,All municipal waste,Collection coverage,Municipios com planos de gestao integrada de residuos elaborados,% dos municipios,%,,,,,100,2040,"Planares, Decreto 11.043/2022 (Anexo) - RSU Meta 2",FALSE,sourced,Planares metas were NOT read in the decree's own annex PDF (fetch truncates before ch.3). Transcribed from municipal plans reproducing the table; 2040 endpoints corroborated by two independent documents. Re-verify intermediate years against the official annex before citing.,https://planodesaneamento.manaus.am.gov.br/wp-content/uploads/2026/01/PMSB-MANAUS-RESIDUOS-SOLIDOS-Completo-6.pdf
Brazil,government,Federal,All municipal waste,Collection coverage,Municipios integrando um consorcio publico para manejo de residuos,% dos municipios,%,,,,,94.1,2040,"Planares, Decreto 11.043/2022 (Anexo) - RSU Meta 2",FALSE,sourced,Planares metas were NOT read in the decree's own annex PDF (fetch truncates before ch.3). Transcribed from municipal plans reproducing the table; 2040 endpoints corroborated by two independent documents. Re-verify intermediate years against the official annex before citing.,https://planodesaneamento.manaus.am.gov.br/wp-content/uploads/2026/01/PMSB-MANAUS-RESIDUOS-SOLIDOS-Completo-6.pdf
Brazil,government,Federal,All municipal waste,Collection coverage,Municipios que utilizam servicos de catadores e formalizam contrato com cooperativas,"% dos municipios QUE JA UTILIZAM servicos de catadores - a conditional subset, not all municipalities",%,,,,,95,2040,"Planares, Decreto 11.043/2022 (Anexo) - RSU Meta 5",FALSE,sourced,Planares metas were NOT read in the decree's own annex PDF (fetch truncates before ch.3). Transcribed from municipal plans reproducing the table; 2040 endpoints corroborated by two independent documents. Re-verify intermediate years against the official annex before citing. Frequently mis-stated as 95% of all municipalities.,https://planodesaneamento.manaus.am.gov.br/wp-content/uploads/2026/01/PMSB-MANAUS-RESIDUOS-SOLIDOS-Completo-6.pdf
Brazil,government,Federal,Construction,Recycling rate,Reciclagem de residuos da construcao civil,% dos residuos da construcao civil gerados,%,,,,,25,2040,"Planares, Decreto 11.043/2022 (Anexo) - RCC Meta 1",FALSE,sourced,Planares metas were NOT read in the decree's own annex PDF (fetch truncates before ch.3). Transcribed from municipal plans reproducing the table; 2040 endpoints corroborated by two independent documents. Re-verify intermediate years against the official annex before citing. A 7% baseline is quoted by one commercial blog and is NOT verified - omitted here rather than recorded.,https://planodesaneamento.manaus.am.gov.br/wp-content/uploads/2026/01/PMSB-MANAUS-RESIDUOS-SOLIDOS-Completo-6.pdf
Brazil,government,Federal,All municipal waste,Landfill diversion,Disposicao final ambientalmente adequada dos rejeitos - capitais e regioes metropolitanas,"Numero de municipios (binary compliance per municipality, Censo 2010 population bands)",count,,,,,0,2021,"Lei 12.305/2010 art.54 s.1 I, as amended by Lei 14.026/2020",FALSE,verified,The staggered dates are an EXCEPTION regime: only municipalities with an approved plan AND a cost-recovery mechanism by 31/12/2020 qualified. The general deadline was 31/12/2020.,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/lei/l12305.htm
Brazil,government,Federal,All municipal waste,Landfill diversion,Disposicao final ambientalmente adequada dos rejeitos - municipios acima de 100.000 habitantes,"Numero de municipios (binary compliance, Censo 2010 population bands)",count,,,,,0,2022,"Lei 12.305/2010 art.54 s.1, as amended by Lei 14.026/2020",FALSE,verified,Conditional on having a plan and a cost-recovery mechanism by 31/12/2020.,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/lei/l12305.htm
Brazil,government,Federal,All municipal waste,Landfill diversion,Disposicao final ambientalmente adequada dos rejeitos - municipios entre 50.000 e 100.000 habitantes,"Numero de municipios (binary compliance, Censo 2010 population bands)",count,,,,,0,2023,"Lei 12.305/2010 art.54 s.1, as amended by Lei 14.026/2020",FALSE,verified,Conditional on having a plan and a cost-recovery mechanism by 31/12/2020.,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/lei/l12305.htm
Brazil,government,Federal,All municipal waste,Landfill diversion,Disposicao final ambientalmente adequada dos rejeitos - municipios abaixo de 50.000 habitantes,"Numero de municipios (binary compliance, Censo 2010 population bands)",count,,,,,0,2024,"Lei 12.305/2010 art.54 s.1, as amended by Lei 14.026/2020",FALSE,verified,Conditional on having a plan and a cost-recovery mechanism by 31/12/2020.,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/lei/l12305.htm
Brazil,sector,Sector agreement,Packaging,Reverse-logistics recovery,Indice de recuperacao de embalagens de plastico,"% da massa de embalagens de plastico colocadas no mercado no ano fiscal ANTERIOR (rolling, not a fixed base year)",%,,,,,32,2026,Decreto 12.688/2025 art.31 e Anexo I,FALSE,sourced,"Phase-in: large firms Jan 2026, SME July 2026.",https://www2.camara.leg.br/legin/fed/decret/2025/decreto-12688-21-outubro-2025-798174-publicacaooriginal-176787-pe.html
Brazil,sector,Sector agreement,Packaging,Reverse-logistics recovery,Indice de recuperacao de embalagens de plastico,"% da massa de embalagens de plastico colocadas no mercado no ano fiscal ANTERIOR (rolling, not a fixed base year)",%,,,,,35,2028,Decreto 12.688/2025 art.31 e Anexo I,FALSE,sourced,"Phase-in: large firms Jan 2026, SME July 2026.",https://www2.camara.leg.br/legin/fed/decret/2025/decreto-12688-21-outubro-2025-798174-publicacaooriginal-176787-pe.html
Brazil,sector,Sector agreement,Packaging,Reverse-logistics recovery,Indice de recuperacao de embalagens de plastico,"% da massa de embalagens de plastico colocadas no mercado no ano fiscal ANTERIOR (rolling, not a fixed base year)",%,,,,,37,2030,Decreto 12.688/2025 art.31 e Anexo I,FALSE,sourced,"2030 CELL CONTESTED: 37% (greenlegis, eureciclo) vs 40% (Seven Residuos). 37% recorded - the regional rows sum to the national total in that version. Verify against the DOU annex.",https://www2.camara.leg.br/legin/fed/decret/2025/decreto-12688-21-outubro-2025-798174-publicacaooriginal-176787-pe.html
Brazil,sector,Sector agreement,Packaging,Reverse-logistics recovery,Indice de recuperacao de embalagens de plastico,"% da massa de embalagens de plastico colocadas no mercado no ano fiscal ANTERIOR (rolling, not a fixed base year)",%,,,,,40,2032,Decreto 12.688/2025 art.31 e Anexo I,FALSE,sourced,"Phase-in: large firms Jan 2026, SME July 2026.",https://www2.camara.leg.br/legin/fed/decret/2025/decreto-12688-21-outubro-2025-798174-publicacaooriginal-176787-pe.html
Brazil,sector,Sector agreement,Packaging,Reverse-logistics recovery,Indice de recuperacao de embalagens de plastico,"% da massa de embalagens de plastico colocadas no mercado no ano fiscal ANTERIOR (rolling, not a fixed base year)",%,,,,,43,2035,Decreto 12.688/2025 art.31 e Anexo I,FALSE,sourced,"Phase-in: large firms Jan 2026, SME July 2026.",https://www2.camara.leg.br/legin/fed/decret/2025/decreto-12688-21-outubro-2025-798174-publicacaooriginal-176787-pe.html
Brazil,sector,Sector agreement,Packaging,Reverse-logistics recovery,Indice de recuperacao de embalagens de plastico,"% da massa de embalagens de plastico colocadas no mercado no ano fiscal ANTERIOR (rolling, not a fixed base year)",%,,,,,50,2040,Decreto 12.688/2025 art.31 e Anexo I,FALSE,sourced,"Phase-in: large firms Jan 2026, SME July 2026.",https://www2.camara.leg.br/legin/fed/decret/2025/decreto-12688-21-outubro-2025-798174-publicacaooriginal-176787-pe.html
Brazil,sector,Sector agreement,Packaging,Recycling rate,Indice de conteudo reciclado pos-consumo em embalagens de plastico,"Massa de materia-prima reciclada pos-consumo incorporada / massa colocada no mercado, anual",%,,,,,22,2026,Decreto 12.688/2025 art.33 e Anexo II,FALSE,sourced,,https://www2.camara.leg.br/legin/fed/decret/2025/decreto-12688-21-outubro-2025-798174-publicacaooriginal-176787-pe.html
Brazil,sector,Sector agreement,Packaging,Recycling rate,Indice de conteudo reciclado pos-consumo em embalagens de plastico,"Massa de materia-prima reciclada pos-consumo incorporada / massa colocada no mercado, anual",%,,,,,26,2028,Decreto 12.688/2025 art.33 e Anexo II,FALSE,sourced,,https://www2.camara.leg.br/legin/fed/decret/2025/decreto-12688-21-outubro-2025-798174-publicacaooriginal-176787-pe.html
Brazil,sector,Sector agreement,Packaging,Recycling rate,Indice de conteudo reciclado pos-consumo em embalagens de plastico,"Massa de materia-prima reciclada pos-consumo incorporada / massa colocada no mercado, anual",%,,,,,30,2030,Decreto 12.688/2025 art.33 e Anexo II,FALSE,sourced,,https://www2.camara.leg.br/legin/fed/decret/2025/decreto-12688-21-outubro-2025-798174-publicacaooriginal-176787-pe.html
Brazil,sector,Sector agreement,Packaging,Recycling rate,Indice de conteudo reciclado pos-consumo em embalagens de plastico,"Massa de materia-prima reciclada pos-consumo incorporada / massa colocada no mercado, anual",%,,,,,35,2035,Decreto 12.688/2025 art.33 e Anexo II,FALSE,sourced,,https://www2.camara.leg.br/legin/fed/decret/2025/decreto-12688-21-outubro-2025-798174-publicacaooriginal-176787-pe.html
Brazil,sector,Sector agreement,Packaging,Recycling rate,Indice de conteudo reciclado pos-consumo em embalagens de plastico,"Massa de materia-prima reciclada pos-consumo incorporada / massa colocada no mercado, anual",%,,,,,40,2040,Decreto 12.688/2025 art.33 e Anexo II,FALSE,sourced,,https://www2.camara.leg.br/legin/fed/decret/2025/decreto-12688-21-outubro-2025-798174-publicacaooriginal-176787-pe.html
Brazil,sector,Sector agreement,EEE,Reverse-logistics recovery,Percentual em peso dos produtos eletroeletronicos comercializados a ser recolhido,"% do peso dos produtos colocados no mercado interno de uso domestico, ANO-BASE FIXO 2018",%,,,,,1,2021,Decreto 10.240/2020 art.49 e Anexo II,FALSE,sourced,,https://sinir.gov.br/perfis/logistica-reversa/logistica-reversa/eletroeletronicos/
Brazil,sector,Sector agreement,EEE,Reverse-logistics recovery,Percentual em peso dos produtos eletroeletronicos comercializados a ser recolhido,"% do peso dos produtos colocados no mercado interno de uso domestico, ANO-BASE FIXO 2018",%,,,,,3,2022,Decreto 10.240/2020 art.49 e Anexo II,FALSE,sourced,,https://sinir.gov.br/perfis/logistica-reversa/logistica-reversa/eletroeletronicos/
Brazil,sector,Sector agreement,EEE,Reverse-logistics recovery,Percentual em peso dos produtos eletroeletronicos comercializados a ser recolhido,"% do peso dos produtos colocados no mercado interno de uso domestico, ANO-BASE FIXO 2018",%,,,,,6,2023,Decreto 10.240/2020 art.49 e Anexo II,FALSE,sourced,,https://sinir.gov.br/perfis/logistica-reversa/logistica-reversa/eletroeletronicos/
Brazil,sector,Sector agreement,EEE,Reverse-logistics recovery,Percentual em peso dos produtos eletroeletronicos comercializados a ser recolhido,"% do peso dos produtos colocados no mercado interno de uso domestico, ANO-BASE FIXO 2018",%,,,,,12,2024,Decreto 10.240/2020 art.49 e Anexo II,FALSE,sourced,,https://sinir.gov.br/perfis/logistica-reversa/logistica-reversa/eletroeletronicos/
Brazil,sector,Sector agreement,EEE,Reverse-logistics recovery,Percentual em peso dos produtos eletroeletronicos comercializados a ser recolhido,"% do peso dos produtos colocados no mercado interno de uso domestico, ANO-BASE FIXO 2018",%,,,,,17,2025,Decreto 10.240/2020 art.49 e Anexo II,FALSE,verified,"Fixed 2018 base year - contrasts with Decreto 12.688's rolling prior-year denominator. 2023 compliance: ABREE 100%, Green Eletron 103%, both em conformidade. 2024 and 2025 results unpublished at time of checking.",https://www2.camara.leg.br/legin/fed/decret/2020/decreto-10240-12-fevereiro-2020-789763-normaatualizada-pe.pdf
Brazil,sector,Sector agreement,EEE,Collection coverage,Numero de municipios com pontos de recebimento,Numero de municipios (the 400 largest),count,,,,,400,2025,Decreto 10.240/2020 Anexo II,FALSE,sourced,"Ramp from 24 municipalities in 2021. Separately, art.48 s.2 requires at least one collection point per 25,000 inhabitants.",https://www2.camara.leg.br/legin/fed/decret/2020/decreto-10240-12-fevereiro-2020-789763-normaatualizada-pe.pdf
Brazil,sector,Sector agreement,Packaging,Landfill diversion,Reducao das embalagens dispostas em aterro,"% das embalagens dispostas em aterro - a reduction in LANDFILLED packaging, not a collection or recycling rate",%,,,,,22,2018,Acordo Setorial de Embalagens em Geral (25 nov 2015),FALSE,verified,"Target period ended 2018. Superseded for plastics by Decreto 12.688/2025; no successor federal target found for glass, metal or paper packaging.",https://www.coalizaoembalagens.com.br/wp-content/uploads/2019/12/Acordo_embalagens.pdf
Brazil,sector,Sector agreement,Tyres,Reverse-logistics recovery,Destinacao adequada de um pneu inservivel para cada pneu novo comercializado,"1:1 ratio against replacement-market sales, settled in weight with a 30% wear factor (obligation = 0.70 x new-tyre weight)",%,,,96.96,2023,100,2009,Resolucao CONAMA 416/2009 art.3,FALSE,verified,NOT a percentage-of-generation target. Continuous obligation since 2009; target_year records the year it took effect. 2023 compliance 96.96% (IBAMA/CONAMA).,https://servicos.ibama.gov.br/phocadownload/legislacao/resolucao_conama_416.pdf
Brazil,sector,Sector agreement,Lubricant oils,Reverse-logistics recovery,Meta de coleta de oleo lubrificante usado ou contaminado (OLUC),% em relacao ao oleo lubrificante acabado comercializado (volume),%,,,,,48.3,2024,"Portaria Interministerial MME/MMA 4/2023 (quadrienio 2024-2027), under Resolucao CONAMA 362/2005",FALSE,verified,"One of the few Brazilian systems structurally comparable to a French REP rate: % of placed-on-market, rolling multi-year schedule, regionally differentiated. No measured national outturn retrieved.",https://www.gov.br/anp/pt-br/assuntos/distribuicao-e-revenda/lubrificantes/arquivos-dados-de-mercado/portaria-interministerial-mme-mma-4-2023.pdf
Brazil,sector,Sector agreement,Lubricant oils,Reverse-logistics recovery,Meta de coleta de oleo lubrificante usado ou contaminado (OLUC),% em relacao ao oleo lubrificante acabado comercializado (volume),%,,,,,49.2,2025,"Portaria Interministerial MME/MMA 4/2023 (quadrienio 2024-2027), under Resolucao CONAMA 362/2005",FALSE,verified,,https://www.gov.br/anp/pt-br/assuntos/distribuicao-e-revenda/lubrificantes/arquivos-dados-de-mercado/portaria-interministerial-mme-mma-4-2023.pdf
Brazil,sector,Sector agreement,Lubricant oils,Reverse-logistics recovery,Meta de coleta de oleo lubrificante usado ou contaminado (OLUC),% em relacao ao oleo lubrificante acabado comercializado (volume),%,,,,,50.1,2026,"Portaria Interministerial MME/MMA 4/2023 (quadrienio 2024-2027), under Resolucao CONAMA 362/2005",FALSE,verified,,https://www.gov.br/anp/pt-br/assuntos/distribuicao-e-revenda/lubrificantes/arquivos-dados-de-mercado/portaria-interministerial-mme-mma-4-2023.pdf
Brazil,sector,Sector agreement,Lubricant oils,Reverse-logistics recovery,Meta de coleta de oleo lubrificante usado ou contaminado (OLUC),% em relacao ao oleo lubrificante acabado comercializado (volume),%,,,,,50.9,2027,"Portaria Interministerial MME/MMA 4/2023 (quadrienio 2024-2027), under Resolucao CONAMA 362/2005",FALSE,verified,,https://www.gov.br/anp/pt-br/assuntos/distribuicao-e-revenda/lubrificantes/arquivos-dados-de-mercado/portaria-interministerial-mme-mma-4-2023.pdf
Brazil,sector,Sector agreement,Lamps,Reverse-logistics recovery,Quantidade de lampadas a ser recolhida,"% da QUANTIDADE (units, not weight) de lampadas colocadas no mercado nacional, ANO-BASE FIXO 2012",%,,,,,20,2019,Acordo Setorial de Lampadas (DOU 12 mar 2015),FALSE,sourced,"Most idiosyncratic denominator in the Brazilian set: units against a fixed 2012 base, so it does not track the collapse in fluorescent sales. Managing entity Reciclus recorded em desconformidade. Successor targets not retrieved.",https://abilux.com.br/noticia/acordo-setorial-logistica-reversa-lampadas/
Brazil,sector,Sector agreement,Medicines,Collection coverage,Pontos fixos de recebimento de medicamentos domiciliares,Um ponto fixo por 10.000 habitantes,count,,,,,1,2023,Decreto 10.388/2020,FALSE,sourced,"Infrastructural obligation, NOT a percentage-of-mass collection target. Phase 2 years 1-2 covered capitals and municipalities above 500,000; years 3-5 those above 100,000. Decree text not read - secondary legal press only.",https://www.migalhas.com.br/depeso/330628/decreto-federal-10-388-20-regulamenta-o-sistema-de-logistica-reversa-de-residuos-de-medicamentos-humanos-e-domiciliares
Brazil,sector,Sector agreement,Batteries,Separate collection rate,NO COLLECTION TARGET SET,"n/a - Resolucao CONAMA 401/2008 requires adequate collection points but specifies no quantity, percentage or deadline",,,,,,,,Resolucao CONAMA 401/2008 art.19,FALSE,verified,"RECORDED AS A DELIBERATE ABSENCE, not a zero. France has a battery collection target (EU Batteries Regulation); Brazil does not. The only numbers in CONAMA 401 are product content limits for mercury, cadmium and lead.",https://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=570
Brazil,sector,Sector agreement,Agrochemical packaging,Reverse-logistics recovery,Devolucao obrigatoria de embalagens vazias ao ponto de venda,"n/a - a per-unit duty to return, generally within one year of purchase; no rate in the law",,,,93,2023,,,Lei 9.974/2000,FALSE,verified,"No percentage target exists in the law. The widely quoted 93% is MEASURED performance from the Sistema Campo Limpo, not a target.",https://portal-api.sinir.gov.br/wp-content/uploads/2024/11/Apresentac%CC%A7a%CC%83o-14-anos-PNRS_Logistica-Reversa.pdf
Brazil,government,Federal,All municipal waste,Recycling rate,Recuperacao de reciclaveis secos - medicao alternativa ABREMA,"% da massa total de RSU gerada, INCLUINDO residuos captados por catadores informais",%,,,8.7,2024,,,"ABREMA Panorama 2025 (measurement, not a target)",FALSE,sourced,"CARRIED DELIBERATELY ALONGSIDE SINISA. ABREMA models national generation and imputes ~4.6 Mt handled by ~700,000 informal catadores, which SINISA structurally cannot see. SINISA says 1.82%, ABREMA 8.7%. Against the Planares 2024 milestone of 5.7% this flips the verdict from far behind to roughly on track.",https://static.poder360.com.br/2025/12/panorama-2025.pdf
